Landmarks,1973,v1.0,(mm),,,,,
#,Name,Type,X,Y,Z,NX,NY,NZ
1191,Postfrontal_LEFT.5.4.1,normal,-1.18E+01,4.52E+00,-1.25E+01,-7.72E-01,6.16E-01,-1.58E-01
1192,Postfrontal_LEFT.5.4.2,normal,-1.18E+01,4.44E+00,-1.22E+01,3.50E-01,8.78E-01,3.26E-01
1193,Postfrontal_LEFT.5.4.3,normal,-1.18E+01,4.30E+00,-1.20E+01,-2.95E-01,6.87E-01,6.64E-01
1194,Postfrontal_LEFT.5.4.4,normal,-1.17E+01,4.08E+00,-1.19E+01,9.97E-02,-6.92E-01,7.15E-01
1195,Postfrontal_LEFT.5.4.5,normal,-1.17E+01,3.85E+00,-1.17E+01,-1.28E-01,-1.71E-02,9.92E-01
1196,Postfrontal_LEFT.5.4.6,normal,-1.17E+01,3.55E+00,-1.17E+01,-4.99E-01,-1.30E-02,8.67E-01
1197,Postfrontal_LEFT.5.4.7,normal,-1.17E+01,3.21E+00,-1.18E+01,-1.38E-01,-2.65E-01,9.54E-01
1198,Postfrontal_LEFT.5.4.8,normal,-1.16E+01,2.82E+00,-1.19E+01,1.91E-01,-7.26E-01,6.61E-01
1199,Postfrontal_LEFT.5.4.9,normal,-1.16E+01,2.38E+00,-1.21E+01,-3.12E-01,-5.28E-01,7.90E-01
1200,Postfrontal_LEFT.5.5.1,normal,-1.20E+01,4.55E+00,-1.26E+01,-5.69E-02,9.56E-01,2.88E-01
1201,Postfrontal_LEFT.5.5.2,normal,-1.21E+01,4.44E+00,-1.23E+01,-1.40E-01,8.27E-01,5.45E-01
1202,Postfrontal_LEFT.5.5.3,normal,-1.21E+01,4.33E+00,-1.21E+01,1.87E-02,7.44E-01,6.68E-01
1203,Postfrontal_LEFT.5.5.4,normal,-1.21E+01,4.14E+00,-1.20E+01,-7.08E-02,5.06E-01,8.59E-01
1204,Postfrontal_LEFT.5.5.5,normal,-1.21E+01,3.89E+00,-1.19E+01,-4.21E-01,1.36E-01,8.97E-01
1205,Postfrontal_LEFT.5.5.6,normal,-1.21E+01,3.60E+00,-1.18E+01,-4.12E-01,-3.03E-03,9.11E-01
1206,Postfrontal_LEFT.5.5.7,normal,-1.20E+01,3.25E+00,-1.19E+01,-3.08E-01,-2.19E-01,9.26E-01
1207,Postfrontal_LEFT.5.5.8,normal,-1.19E+01,2.85E+00,-1.20E+01,-1.24E-01,-3.42E-01,9.31E-01
1208,Postfrontal_LEFT.5.5.9,normal,-1.18E+01,2.39E+00,-1.21E+01,-3.87E-01,-2.38E-01,8.91E-01
1209,Postfrontal_LEFT.5.6.1,normal,-1.23E+01,4.52E+00,-1.26E+01,-3.62E-01,7.78E-01,5.14E-01
1210,Postfrontal_LEFT.5.6.2,normal,-1.24E+01,4.41E+00,-1.24E+01,-2.59E-01,6.91E-01,6.75E-01
1211,Postfrontal_LEFT.5.6.3,normal,-1.24E+01,4.31E+00,-1.22E+01,-2.73E-01,6.85E-01,6.75E-01
1212,Postfrontal_LEFT.5.6.4,normal,-1.24E+01,4.10E+00,-1.21E+01,-1.76E-01,2.04E-01,9.63E-01
1213,Postfrontal_LEFT.5.6.5,normal,-1.24E+01,3.85E+00,-1.20E+01,-7.48E-01,4.60E-01,4.78E-01
1214,Postfrontal_LEFT.5.6.6,normal,-1.24E+01,3.57E+00,-1.20E+01,-2.67E-01,2.19E-03,9.64E-01
1215,Postfrontal_LEFT.5.6.7,normal,-1.23E+01,3.23E+00,-1.20E+01,-3.70E-01,-3.12E-01,8.75E-01
1216,Postfrontal_LEFT.5.6.8,normal,-1.22E+01,2.83E+00,-1.21E+01,-3.63E-01,-2.60E-01,8.95E-01
1217,Postfrontal_LEFT.5.6.9,normal,-1.20E+01,2.38E+00,-1.22E+01,-1.41E-01,-9.10E-03,9.90E-01
1218,Postfrontal_LEFT.5.7.1,normal,-1.26E+01,4.39E+00,-1.27E+01,-3.81E-01,7.16E-01,5.85E-01
1219,Postfrontal_LEFT.5.7.2,normal,-1.27E+01,4.35E+00,-1.24E+01,-4.54E-01,8.90E-01,-3.04E-02
1220,Postfrontal_LEFT.5.7.3,normal,-1.27E+01,4.20E+00,-1.23E+01,5.17E-01,7.79E-01,3.54E-01
1221,Postfrontal_LEFT.5.7.4,normal,-1.27E+01,4.00E+00,-1.22E+01,-3.44E-01,2.62E-01,9.02E-01
1222,Postfrontal_LEFT.5.7.5,normal,-1.27E+01,3.75E+00,-1.21E+01,-4.62E-01,-3.00E-02,8.87E-01
1223,Postfrontal_LEFT.5.7.6,normal,-1.26E+01,3.46E+00,-1.21E+01,-7.15E-01,9.06E-02,6.93E-01
1224,Postfrontal_LEFT.5.7.7,normal,-1.25E+01,3.14E+00,-1.21E+01,-4.69E-01,-1.68E-01,8.67E-01
1225,Postfrontal_LEFT.5.7.8,normal,-1.25E+01,2.76E+00,-1.22E+01,-2.62E-01,-1.64E-01,9.51E-01
1226,Postfrontal_LEFT.5.7.9,normal,-1.24E+01,2.35E+00,-1.23E+01,-8.48E-01,4.35E-01,3.02E-01
1227,Postfrontal_LEFT.5.8.1,normal,-1.29E+01,4.30E+00,-1.26E+01,-3.59E-02,3.49E-01,9.37E-01
1228,Postfrontal_LEFT.5.8.2,normal,-1.29E+01,4.25E+00,-1.24E+01,-5.98E-01,6.50E-01,4.70E-01
1229,Postfrontal_LEFT.5.8.3,normal,-1.30E+01,4.07E+00,-1.23E+01,-8.43E-01,2.98E-01,4.48E-01
1230,Postfrontal_LEFT.5.8.4,normal,-1.30E+01,3.85E+00,-1.22E+01,-6.76E-01,-5.07E-02,7.35E-01
1231,Postfrontal_LEFT.5.8.5,normal,-1.29E+01,3.56E+00,-1.23E+01,2.64E-01,2.81E-01,9.22E-01
1232,Postfrontal_LEFT.5.8.6,normal,-1.28E+01,3.29E+00,-1.23E+01,-4.36E-02,2.14E-01,9.76E-01
1233,Postfrontal_LEFT.5.8.7,normal,-1.28E+01,2.99E+00,-1.23E+01,-4.41E-01,-2.13E-01,8.72E-01
1234,Postfrontal_LEFT.5.8.8,normal,-1.28E+01,2.65E+00,-1.23E+01,-3.51E-01,-3.90E-01,8.51E-01
1235,Postfrontal_LEFT.5.8.9,normal,-1.27E+01,2.28E+00,-1.24E+01,-9.74E-01,-2.18E-01,5.74E-02
1236,Postfrontal_LEFT.5.9.1,normal,-1.31E+01,4.29E+00,-1.26E+01,-2.37E-01,6.91E-01,6.83E-01
1237,Postfrontal_LEFT.5.9.2,normal,-1.31E+01,4.08E+00,-1.26E+01,-5.16E-01,6.02E-01,6.09E-01
1238,Postfrontal_LEFT.5.9.3,normal,-1.32E+01,3.86E+00,-1.24E+01,-4.16E-01,3.93E-01,8.20E-01
1239,Postfrontal_LEFT.5.9.4,normal,-1.31E+01,3.57E+00,-1.24E+01,-3.06E-01,1.01E-02,9.52E-01
1240,Postfrontal_LEFT.5.9.5,normal,-1.32E+01,3.33E+00,-1.24E+01,-8.13E-01,3.91E-01,4.33E-01
1241,Postfrontal_LEFT.5.9.6,normal,-1.32E+01,3.04E+00,-1.24E+01,-2.50E-01,3.36E-01,9.08E-01
1242,Postfrontal_LEFT.5.9.7,normal,-1.31E+01,2.75E+00,-1.25E+01,-6.48E-01,-4.63E-01,6.05E-01
1243,Postfrontal_LEFT.5.9.8,normal,-1.30E+01,2.48E+00,-1.25E+01,-8.19E-02,-1.70E-01,9.82E-01
1244,Postfrontal_LEFT.5.9.9,normal,-1.31E+01,2.23E+00,-1.24E+01,3.82E-02,1.93E-01,9.80E-01
1245,Postfrontal_RIGHT.6.1.1,normal,-1.11E+01,2.21E+00,-1.21E+01,5.24E-01,-7.74E-01,3.55E-01
1246,Postfrontal_RIGHT.6.1.2,normal,-1.12E+01,1.83E+00,-1.22E+01,7.22E-01,-1.15E-01,6.82E-01
1247,Postfrontal_RIGHT.6.1.3,normal,-1.09E+01,1.56E+00,-1.21E+01,5.00E-01,-2.52E-01,8.29E-01
1248,Postfrontal_RIGHT.6.1.4,normal,-1.06E+01,1.33E+00,-1.22E+01,-4.32E-01,8.99E-02,8.97E-01
1249,Postfrontal_RIGHT.6.1.5,normal,-1.06E+01,1.06E+00,-1.23E+01,-7.00E-02,-6.92E-01,7.18E-01
1250,Postfrontal_RIGHT.6.1.6,normal,-1.08E+01,7.74E-01,-1.24E+01,7.27E-01,-6.12E-01,3.11E-01
1251,Postfrontal_RIGHT.6.1.7,normal,-1.11E+01,3.58E-01,-1.24E+01,7.27E-02,-3.47E-01,9.35E-01
1252,Postfrontal_RIGHT.6.1.8,normal,-1.15E+01,3.90E-02,-1.25E+01,-3.31E-01,-7.03E-01,6.29E-01
1253,Postfrontal_RIGHT.6.1.9,normal,-1.14E+01,-1.23E-01,-1.28E+01,-5.90E-01,-8.07E-01,1.72E-02
1254,Postfrontal_RIGHT.6.2.1,normal,-1.13E+01,2.22E+00,-1.20E+01,-5.58E-01,-6.99E-01,4.47E-01
1255,Postfrontal_RIGHT.6.2.2,normal,-1.12E+01,1.94E+00,-1.21E+01,2.62E-01,2.52E-01,9.32E-01
1256,Postfrontal_RIGHT.6.2.3,normal,-1.11E+01,1.67E+00,-1.21E+01,1.43E-01,-2.17E-01,9.66E-01
1257,Postfrontal_RIGHT.6.2.4,normal,-1.10E+01,1.42E+00,-1.22E+01,1.48E-01,6.31E-02,9.87E-01
1258,Postfrontal_RIGHT.6.2.5,normal,-1.10E+01,1.13E+00,-1.22E+01,-9.97E-02,-6.07E-02,9.93E-01
1259,Postfrontal_RIGHT.6.2.6,normal,-1.11E+01,8.29E-01,-1.22E+01,-5.29E-02,-2.16E-01,9.75E-01
1260,Postfrontal_RIGHT.6.2.7,normal,-1.14E+01,4.55E-01,-1.22E+01,-1.30E-01,-4.44E-01,8.87E-01
1261,Postfrontal_RIGHT.6.2.8,normal,-1.16E+01,2.16E-01,-1.25E+01,-5.22E-01,-5.43E-01,6.58E-01
1262,Postfrontal_RIGHT.6.2.9,normal,-1.17E+01,7.34E-02,-1.28E+01,-4.06E-01,-8.62E-01,-3.03E-01
1263,Postfrontal_RIGHT.6.3.1,normal,-1.14E+01,2.25E+00,-1.21E+01,2.44E-01,-1.29E-01,9.61E-01
1264,Postfrontal_RIGHT.6.3.2,normal,-1.14E+01,1.98E+00,-1.21E+01,3.68E-01,1.98E-01,9.09E-01
1265,Postfrontal_RIGHT.6.3.3,normal,-1.14E+01,1.74E+00,-1.21E+01,8.58E-01,-1.71E-01,4.84E-01
1266,Postfrontal_RIGHT.6.3.4,normal,-1.13E+01,1.50E+00,-1.22E+01,4.87E-01,-3.57E-01,7.97E-01
1267,Postfrontal_RIGHT.6.3.5,normal,-1.14E+01,1.23E+00,-1.22E+01,-3.59E-01,1.25E-01,9.25E-01
1268,Postfrontal_RIGHT.6.3.6,normal,-1.15E+01,9.41E-01,-1.22E+01,-2.75E-01,-2.76E-01,9.21E-01
1269,Postfrontal_RIGHT.6.3.7,normal,-1.17E+01,6.04E-01,-1.23E+01,-3.72E-02,-4.33E-01,9.00E-01
1270,Postfrontal_RIGHT.6.3.8,normal,-1.18E+01,3.13E-01,-1.24E+01,-7.48E-03,-6.98E-01,7.16E-01
1271,Postfrontal_RIGHT.6.3.9,normal,-1.20E+01,1.87E-01,-1.26E+01,-2.52E-02,-8.76E-01,4.81E-01
1272,Postfrontal_RIGHT.6.4.1,normal,-1.16E+01,2.26E+00,-1.21E+01,6.01E-04,-1.58E-01,9.87E-01
1273,Postfrontal_RIGHT.6.4.2,normal,-1.16E+01,2.01E+00,-1.21E+01,-5.48E-02,-4.42E-01,8.95E-01
1274,Postfrontal_RIGHT.6.4.3,normal,-1.17E+01,1.77E+00,-1.21E+01,4.27E-02,-1.94E-01,9.80E-01
1275,Postfrontal_RIGHT.6.4.4,normal,-1.17E+01,1.54E+00,-1.22E+01,4.42E-02,5.75E-01,8.17E-01
1276,Postfrontal_RIGHT.6.4.5,normal,-1.18E+01,1.28E+00,-1.22E+01,1.22E-01,-3.48E-01,9.30E-01
1277,Postfrontal_RIGHT.6.4.6,normal,-1.18E+01,1.01E+00,-1.22E+01,-1.27E-01,-2.95E-01,9.47E-01
1278,Postfrontal_RIGHT.6.4.7,normal,-1.20E+01,7.02E-01,-1.23E+01,5.13E-01,-9.15E-02,8.54E-01
1279,Postfrontal_RIGHT.6.4.8,normal,-1.21E+01,3.97E-01,-1.24E+01,-1.04E-01,-5.10E-01,8.54E-01
1280,Postfrontal_RIGHT.6.4.9,normal,-1.22E+01,2.45E-01,-1.26E+01,-6.47E-01,-7.55E-01,1.10E-01
1281,Postfrontal_RIGHT.6.5.1,normal,-1.18E+01,2.25E+00,-1.21E+01,-1.37E-01,-1.97E-01,9.71E-01
1282,Postfrontal_RIGHT.6.5.2,normal,-1.19E+01,2.02E+00,-1.21E+01,-6.87E-02,-4.41E-01,8.95E-01
1283,Postfrontal_RIGHT.6.5.3,normal,-1.19E+01,1.79E+00,-1.22E+01,-2.75E-01,-1.36E-01,9.52E-01
1284,Postfrontal_RIGHT.6.5.4,normal,-1.20E+01,1.56E+00,-1.22E+01,-4.40E-01,-2.76E-01,8.54E-01
1285,Postfrontal_RIGHT.6.5.5,normal,-1.21E+01,1.30E+00,-1.22E+01,-1.26E-01,-4.19E-01,8.99E-01
1286,Postfrontal_RIGHT.6.5.6,normal,-1.22E+01,1.03E+00,-1.23E+01,-2.13E-01,-4.21E-01,8.82E-01
1287,Postfrontal_RIGHT.6.5.7,normal,-1.23E+01,7.06E-01,-1.23E+01,-1.44E-01,-3.30E-01,9.33E-01
1288,Postfrontal_RIGHT.6.5.8,normal,-1.23E+01,4.20E-01,-1.24E+01,-6.86E-01,-5.68E-01,4.54E-01
1289,Postfrontal_RIGHT.6.5.9,normal,-1.24E+01,3.24E-01,-1.26E+01,-5.96E-02,-9.98E-01,9.48E-03
1290,Postfrontal_RIGHT.6.6.1,normal,-1.21E+01,2.24E+00,-1.21E+01,-1.83E-01,-6.04E-01,7.76E-01
1291,Postfrontal_RIGHT.6.6.2,normal,-1.22E+01,2.02E+00,-1.22E+01,-3.98E-01,3.88E-01,8.31E-01
1292,Postfrontal_RIGHT.6.6.3,normal,-1.23E+01,1.79E+00,-1.22E+01,-3.01E-01,-1.47E-01,9.42E-01
1293,Postfrontal_RIGHT.6.6.4,normal,-1.23E+01,1.56E+00,-1.23E+01,-1.44E-01,6.00E-03,9.90E-01
1294,Postfrontal_RIGHT.6.6.5,normal,-1.24E+01,1.30E+00,-1.23E+01,1.49E-01,8.21E-02,9.85E-01
1295,Postfrontal_RIGHT.6.6.6,normal,-1.25E+01,9.86E-01,-1.23E+01,1.37E-02,-1.84E-01,9.83E-01
1296,Postfrontal_RIGHT.6.6.7,normal,-1.25E+01,6.90E-01,-1.24E+01,-4.50E-01,-6.13E-01,6.49E-01
1297,Postfrontal_RIGHT.6.6.8,normal,-1.26E+01,6.12E-01,-1.26E+01,8.00E-01,-5.75E-01,-1.73E-01
1298,Postfrontal_RIGHT.6.6.9,normal,-1.26E+01,3.81E-01,-1.28E+01,-2.27E-01,-9.35E-01,2.73E-01
1299,Postfrontal_RIGHT.6.7.1,normal,-1.24E+01,2.22E+00,-1.22E+01,-3.39E-01,-1.66E-01,9.26E-01
1300,Postfrontal_RIGHT.6.7.2,normal,-1.25E+01,2.01E+00,-1.23E+01,-9.29E-02,1.06E-01,9.90E-01
1301,Postfrontal_RIGHT.6.7.3,normal,-1.26E+01,1.78E+00,-1.23E+01,-2.50E-01,-2.52E-01,9.35E-01
1302,Postfrontal_RIGHT.6.7.4,normal,-1.27E+01,1.52E+00,-1.23E+01,1.69E-02,2.17E-01,9.76E-01
1303,Postfrontal_RIGHT.6.7.5,normal,-1.27E+01,1.26E+00,-1.23E+01,-5.32E-01,-9.63E-02,8.41E-01
1304,Postfrontal_RIGHT.6.7.6,normal,-1.28E+01,1.02E+00,-1.24E+01,-6.75E-01,-3.98E-01,6.21E-01
1305,Postfrontal_RIGHT.6.7.7,normal,-1.28E+01,7.46E-01,-1.25E+01,-3.85E-01,-4.02E-01,8.31E-01
1306,Postfrontal_RIGHT.6.7.8,normal,-1.28E+01,5.28E-01,-1.28E+01,-8.13E-01,-5.79E-01,-5.31E-02
1307,Postfrontal_RIGHT.6.7.9,normal,-1.28E+01,3.63E-01,-1.31E+01,-1.74E-01,-9.73E-01,-1.51E-01
1308,Postfrontal_RIGHT.6.8.1,normal,-1.27E+01,2.20E+00,-1.25E+01,-7.74E-02,-5.43E-01,8.36E-01
1309,Postfrontal_RIGHT.6.8.2,normal,-1.28E+01,1.96E+00,-1.23E+01,-1.82E-01,9.54E-03,9.83E-01
1310,Postfrontal_RIGHT.6.8.3,normal,-1.29E+01,1.73E+00,-1.24E+01,-5.13E-01,-3.54E-01,7.82E-01
1311,Postfrontal_RIGHT.6.8.4,normal,-1.29E+01,1.50E+00,-1.25E+01,-8.04E-01,1.44E-01,5.76E-01
1312,Postfrontal_RIGHT.6.8.5,normal,-1.30E+01,1.29E+00,-1.26E+01,-7.62E-01,-2.54E-01,5.96E-01
1313,Postfrontal_RIGHT.6.8.6,normal,-1.30E+01,1.07E+00,-1.26E+01,-7.69E-01,-1.15E-02,6.39E-01
1314,Postfrontal_RIGHT.6.8.7,normal,-1.30E+01,7.67E-01,-1.27E+01,-6.00E-01,-4.75E-01,6.44E-01
1315,Postfrontal_RIGHT.6.8.8,normal,-1.30E+01,5.80E-01,-1.29E+01,-4.43E-01,-4.81E-01,7.57E-01
1316,Postfrontal_RIGHT.6.8.9,normal,-1.29E+01,3.47E-01,-1.32E+01,-7.90E-01,-5.83E-01,1.88E-01
1317,Postfrontal_RIGHT.6.9.1,normal,-1.31E+01,2.12E+00,-1.24E+01,1.83E-01,4.89E-02,9.82E-01
1318,Postfrontal_RIGHT.6.9.2,normal,-1.32E+01,1.92E+00,-1.25E+01,-3.13E-01,-5.52E-02,9.48E-01
1319,Postfrontal_RIGHT.6.9.3,normal,-1.32E+01,1.69E+00,-1.26E+01,-1.37E-01,-2.43E-01,9.60E-01
1320,Postfrontal_RIGHT.6.9.4,normal,-1.32E+01,1.45E+00,-1.26E+01,-2.53E-01,-1.90E-02,9.67E-01
1321,Postfrontal_RIGHT.6.9.5,normal,-1.32E+01,1.23E+00,-1.27E+01,-2.02E-03,-5.41E-01,8.41E-01
1322,Postfrontal_RIGHT.6.9.6,normal,-1.32E+01,1.03E+00,-1.28E+01,-3.90E-01,-4.26E-01,8.16E-01
1323,Postfrontal_RIGHT.6.9.7,normal,-1.32E+01,8.67E-01,-1.29E+01,-3.76E-01,-6.94E-01,6.14E-01
1324,Postfrontal_RIGHT.6.9.8,normal,-1.32E+01,7.16E-01,-1.30E+01,-6.97E-01,-4.24E-01,5.78E-01
1325,Postfrontal_RIGHT.6.9.9,normal,-1.31E+01,5.43E-01,-1.31E+01,-1.96E-01,-5.91E-01,7.83E-01
1326,Maxilla_LEFT.7.1.1,normal,-1.98E+00,3.86E+00,-1.30E+01,-2.84E-01,1.17E-01,9.52E-01
1327,Maxilla_LEFT.7.1.2,normal,-2.10E+00,3.82E+00,-1.29E+01,6.08E-02,1.75E-01,9.83E-01
1328,Maxilla_LEFT.7.1.3,normal,-2.28E+00,3.76E+00,-1.28E+01,4.57E-02,1.83E-01,9.82E-01
1329,Maxilla_LEFT.7.1.4,normal,-2.48E+00,3.64E+00,-1.28E+01,-2.08E-01,1.01E-01,9.73E-01
1330,Maxilla_LEFT.7.1.5,normal,-2.71E+00,3.56E+00,-1.29E+01,4.41E-01,-6.56E-01,6.12E-01
1331,Maxilla_LEFT.7.1.6,normal,-2.96E+00,3.54E+00,-1.30E+01,9.68E-01,-2.14E-01,-1.27E-01
1332,Maxilla_LEFT.7.1.7,normal,-3.13E+00,3.47E+00,-1.29E+01,-2.44E-01,4.62E-01,8.53E-01
1333,Maxilla_LEFT.7.1.8,normal,-3.25E+00,3.41E+00,-1.28E+01,-4.59E-01,1.26E-01,8.79E-01
1334,Maxilla_LEFT.7.1.9,normal,-3.22E+00,3.22E+00,-1.29E+01,2.44E-03,-6.92E-01,7.22E-01
1335,Maxilla_LEFT.7.2.1,normal,-2.37E+00,3.94E+00,-1.32E+01,-2.01E-01,9.76E-01,8.90E-02
1336,Maxilla_LEFT.7.2.2,normal,-2.67E+00,3.97E+00,-1.30E+01,8.01E-02,9.17E-01,3.91E-01
1337,Maxilla_LEFT.7.2.3,normal,-2.91E+00,3.86E+00,-1.31E+01,8.41E-01,2.34E-01,4.87E-01
1338,Maxilla_LEFT.7.2.4,normal,-3.09E+00,3.83E+00,-1.29E+01,-4.51E-01,1.36E-01,8.82E-01
1339,Maxilla_LEFT.7.2.5,normal,-3.28E+00,3.72E+00,-1.29E+01,3.72E-03,-2.10E-01,9.78E-01
1340,Maxilla_LEFT.7.2.6,normal,-3.48E+00,3.64E+00,-1.29E+01,-5.46E-01,9.39E-02,8.32E-01
1341,Maxilla_LEFT.7.2.7,normal,-3.62E+00,3.53E+00,-1.29E+01,-3.32E-01,-3.44E-02,9.43E-01
1342,Maxilla_LEFT.7.2.8,normal,-3.68E+00,3.40E+00,-1.29E+01,3.58E-01,-4.29E-02,9.33E-01
1343,Maxilla_LEFT.7.2.9,normal,-3.70E+00,3.22E+00,-1.29E+01,5.23E-01,-6.80E-01,5.13E-01
1344,Maxilla_LEFT.7.3.1,normal,-2.87E+00,4.04E+00,-1.33E+01,-1.22E-01,9.33E-01,3.38E-01
1345,Maxilla_LEFT.7.3.2,normal,-3.19E+00,4.07E+00,-1.32E+01,1.04E-01,6.41E-01,7.60E-01
1346,Maxilla_LEFT.7.3.3,normal,-3.47E+00,4.04E+00,-1.31E+01,-2.12E-04,9.85E-01,-1.75E-01
1347,Maxilla_LEFT.7.3.4,normal,-3.69E+00,4.01E+00,-1.30E+01,2.01E-02,6.44E-01,7.65E-01
1348,Maxilla_LEFT.7.3.5,normal,-3.86E+00,3.90E+00,-1.30E+01,-2.92E-01,5.42E-01,7.88E-01
1349,Maxilla_LEFT.7.3.6,normal,-4.00E+00,3.75E+00,-1.29E+01,4.65E-02,5.96E-02,9.97E-01
1350,Maxilla_LEFT.7.3.7,normal,-4.08E+00,3.57E+00,-1.29E+01,1.81E-01,3.01E-01,9.36E-01
1351,Maxilla_LEFT.7.3.8,normal,-4.10E+00,3.38E+00,-1.29E+01,-9.06E-02,-1.68E-01,9.82E-01
1352,Maxilla_LEFT.7.3.9,normal,-4.09E+00,3.19E+00,-1.29E+01,2.58E-01,-9.12E-01,3.18E-01
1353,Maxilla_LEFT.7.4.1,normal,-3.39E+00,4.12E+00,-1.33E+01,2.83E-01,9.56E-01,-7.44E-02
1354,Maxilla_LEFT.7.4.2,normal,-3.72E+00,4.14E+00,-1.33E+01,1.85E-01,9.48E-01,2.59E-01
1355,Maxilla_LEFT.7.4.3,normal,-4.00E+00,4.11E+00,-1.32E+01,3.71E-01,7.85E-01,4.95E-01
1356,Maxilla_LEFT.7.4.4,normal,-4.20E+00,4.06E+00,-1.31E+01,-1.98E-01,7.09E-01,6.77E-01
1357,Maxilla_LEFT.7.4.5,normal,-4.36E+00,3.98E+00,-1.30E+01,-2.86E-01,3.23E-01,9.02E-01
1358,Maxilla_LEFT.7.4.6,normal,-4.45E+00,3.79E+00,-1.30E+01,2.14E-01,1.51E-01,9.65E-01
1359,Maxilla_LEFT.7.4.7,normal,-4.47E+00,3.57E+00,-1.30E+01,-5.69E-02,-1.85E-01,9.81E-01
1360,Maxilla_LEFT.7.4.8,normal,-4.44E+00,3.31E+00,-1.29E+01,3.07E-01,2.27E-01,9.24E-01
1361,Maxilla_LEFT.7.4.9,normal,-4.37E+00,3.03E+00,-1.29E+01,6.77E-01,-5.44E-01,4.96E-01
1362,Maxilla_LEFT.7.5.1,normal,-3.85E+00,4.23E+00,-1.34E+01,3.06E-01,9.51E-01,3.46E-02
1363,Maxilla_LEFT.7.5.2,normal,-4.22E+00,4.19E+00,-1.33E+01,1.98E-01,9.07E-01,3.72E-01
1364,Maxilla_LEFT.7.5.3,normal,-4.48E+00,4.21E+00,-1.32E+01,1.57E-01,9.82E-01,-1.10E-01
1365,Maxilla_LEFT.7.5.4,normal,-4.67E+00,4.17E+00,-1.31E+01,2.55E-01,9.02E-01,3.48E-01
1366,Maxilla_LEFT.7.5.5,normal,-4.80E+00,4.07E+00,-1.30E+01,-8.13E-02,7.10E-01,6.99E-01
1367,Maxilla_LEFT.7.5.6,normal,-4.85E+00,3.87E+00,-1.29E+01,3.21E-01,7.76E-02,9.44E-01
1368,Maxilla_LEFT.7.5.7,normal,-4.82E+00,3.59E+00,-1.29E+01,2.58E-02,5.57E-02,9.98E-01
1369,Maxilla_LEFT.7.5.8,normal,-4.73E+00,3.26E+00,-1.29E+01,1.59E-01,-5.45E-02,9.86E-01
1370,Maxilla_LEFT.7.5.9,normal,-4.55E+00,2.90E+00,-1.28E+01,1.02E-01,6.32E-02,9.93E-01
1371,Maxilla_LEFT.7.6.1,normal,-4.31E+00,4.31E+00,-1.35E+01,9.38E-02,9.72E-01,-2.17E-01
1372,Maxilla_LEFT.7.6.2,normal,-4.68E+00,4.26E+00,-1.33E+01,1.71E-01,8.56E-01,4.88E-01
1373,Maxilla_LEFT.7.6.3,normal,-4.91E+00,4.23E+00,-1.32E+01,1.57E-01,9.87E-01,-3.66E-02
1374,Maxilla_LEFT.7.6.4,normal,-5.08E+00,4.25E+00,-1.30E+01,3.94E-02,9.98E-01,-5.76E-02
1375,Maxilla_LEFT.7.6.5,normal,-5.18E+00,4.16E+00,-1.29E+01,3.95E-01,6.58E-01,6.41E-01
1376,Maxilla_LEFT.7.6.6,normal,-5.20E+00,4.04E+00,-1.27E+01,6.65E-01,-1.09E-01,7.38E-01
1377,Maxilla_LEFT.7.6.7,normal,-5.12E+00,3.62E+00,-1.29E+01,-1.40E-01,3.43E-03,9.90E-01
1378,Maxilla_LEFT.7.6.8,normal,-4.98E+00,3.30E+00,-1.29E+01,5.72E-01,5.58E-01,6.01E-01
1379,Maxilla_LEFT.7.6.9,normal,-4.75E+00,2.93E+00,-1.28E+01,-5.60E-01,2.41E-01,7.93E-01
1380,Maxilla_LEFT.7.7.1,normal,-4.82E+00,4.40E+00,-1.36E+01,2.25E-01,9.65E-01,1.34E-01
1381,Maxilla_LEFT.7.7.2,normal,-5.14E+00,4.33E+00,-1.34E+01,1.57E-01,8.05E-01,5.72E-01
1382,Maxilla_LEFT.7.7.3,normal,-5.31E+00,4.31E+00,-1.32E+01,2.17E-01,9.74E-01,-7.03E-02
1383,Maxilla_LEFT.7.7.4,normal,-5.44E+00,4.28E+00,-1.29E+01,2.15E-01,8.33E-01,5.10E-01
1384,Maxilla_LEFT.7.7.5,normal,-5.51E+00,4.15E+00,-1.28E+01,6.94E-01,7.20E-01,-2.96E-03
1385,Maxilla_LEFT.7.7.6,normal,-5.46E+00,4.02E+00,-1.26E+01,2.68E-01,-2.10E-01,9.40E-01
1386,Maxilla_LEFT.7.7.7,normal,-5.37E+00,3.67E+00,-1.28E+01,6.35E-04,-3.76E-01,9.27E-01
1387,Maxilla_LEFT.7.7.8,normal,-5.21E+00,3.39E+00,-1.29E+01,2.47E-01,1.61E-01,9.56E-01
1388,Maxilla_LEFT.7.7.9,normal,-4.96E+00,3.09E+00,-1.28E+01,1.45E-01,-2.89E-01,9.46E-01
1389,Maxilla_LEFT.7.8.1,normal,-5.56E+00,4.52E+00,-1.37E+01,3.03E-01,8.88E-01,-3.47E-01
1390,Maxilla_LEFT.7.8.2,normal,-5.65E+00,4.43E+00,-1.34E+01,4.18E-01,9.06E-01,6.72E-02
1391,Maxilla_LEFT.7.8.3,normal,-5.68E+00,4.41E+00,-1.30E+01,3.97E-01,8.83E-01,-2.49E-01
